"opportunity_id","opportunity_name","institution_name","program_type","country","region","nationality_eligibility","target_career_stage","target_demographics","field_of_study","minimum_education","age_restrictions","gender_focus","language_requirements","citizenship_required","work_experience_required","currency_code","funding_amount_min","funding_amount_max","funding_amount_typical","funding_covers","duration_months","renewable","payment_schedule","application_deadline","deadline_frequency","next_deadline","start_date","is_cohort_based","cohort_size","application_opens","notification_date","application_method","requires_proposal","requires_letters","requires_transcripts","requires_cv","requires_interview","nomination_required","requires_host","application_fee","selection_criteria","includes_mentorship","includes_networking","includes_training","includes_travel","career_support","alumni_network","equipment_access","official_website","application_url","additional_info_url","last_verified_date","special_features","notes","african_countries_eligible","citizenship_requirements","residency_requirements","age_limit","academic_level","career_stage","minimum_gpa","work_experience_minimum","award_amount_min","award_amount_max","award_currency","funding_duration_months","funding_type","tuition_coverage","stipend_amount","health_insurance_included","travel_allowance_included","research_budget_included","number_of_awards","program_start_date","application_process","required_documents","interview_required","acceptance_rate","mentorship_included","networking_opportunities","professional_development","cohort_based","mobility_requirements","teaching_requirements","research_requirements","publication_requirements","extension_possible","application_portal","contact_email","contact_phone","data_source"
"OP0050","Singapore International Graduate Award (SINGA)","Agency for Science Technology & Research (A*STAR) - National University of Singapore - Nanyang Technological University","Fellowship","Singapore","Asia","Open to all (priority to top universities)","","","Science/Technology/Engineering/Biomedical Sciences","","","","English proficiency required","","No","","","","","","","Renewable annually for up to 4 years","","January 31 2026","","","","","","November 2025","March-April 2026","","","","","","","","","No fee","Academic excellence + research potential + alignment with Singapore research priorities","","","","","","","","https://www.a-star.edu.sg/Scholarships/for-graduate-studies/singapore-international-graduate-award-singa","","","2026-02-13","","SGD 24-30k/year = USD 18-22.5k/year; 200 awards; collaboration A*STAR/NUS/NTU; top-tier research labs; Singapore tech hub","All African countries eligible","No restrictions - international applicants","Must pursue PhD in Singapore","","Doctoral (PhD)","Graduate student","Strong academic record (typically first class honors or equivalent)","Not applicable","24000","30000","SGD","48","Fellowship","Full tuition waiver","24000-30000 SGD per year (~18000-22500 USD)","Yes","Yes - one-time airfare allowance","Not specified","200 awards annually","August 2026","Online application via SINGA portal","Application form, CV, academic transcripts, research interest statement, 2 reference letters, publications (if any)","Yes - shortlisted candidates","~12%","Yes","Yes","Yes","Yes - annual cohort","Must study in Singapore (A*STAR/NUS/NTU)","No","Yes - full-time PhD research","Yes - publication encouraged","Possible with supervisor approval","https://www.a-star.edu.sg/singa","singa_enquiry@hq.a-star.edu.sg","+65-6826-6111","Official A*STAR website verified 2026-02-13"
"OP0051","A*STAR Graduate Scholarship (AGS)","Agency for Science Technology & Research (A*STAR) Singapore","Scholarship","Singapore","Asia","Singapore citizens OR permanent residents only","","","Science/Technology/Engineering/Biomedical Sciences","","","","English proficiency","","No","","","","","","","Renewable annually for up to 4 years","","February 15 2026","","","","","","August 1 2025","April-May 2026","","","","","","","","","No fee","Academic excellence + research proposal + alignment with A*STAR research + Singapore commitment","","","","","","","","https://www.a-star.edu.sg/scholarships/home/scholarships/ags--scholarship","","","2026-02-13","","SGD 4-4.8k/month = USD 3-3.6k/month; bond-free for citizens; 3-year bond for PRs; A*STAR lab research training; Singapore only","Not eligible - Singapore only","Singapore citizen OR Singapore permanent resident","Must pursue PhD at Singapore autonomous university","","Doctoral (PhD) OR EngD","Graduate student","Strong academic record","Not applicable","4000","4800","SGD","48","Scholarship","Full tuition & fees covered","4000-4800 SGD per month (~3000-3600 USD)","Yes","Yes - conference travel support","Yes - research costs covered","Not specified","August 2026","Online application via A*STAR portal + university admission","Application form, CV, academic transcripts, research proposal, 2 reference letters, publications","Yes - two interview rounds","Not specified","Yes","Yes","Yes","Yes","Must study in Singapore and work in Singapore after","No","Yes - PhD/EngD research in A*STAR labs","Yes - publication expected","Possible with justification","https://www.a-star.edu.sg/scholarships","scholarships@hq.a-star.edu.sg","+65-6826-6111","Official A*STAR website verified 2026-02-13"
"OP0052","ADB-Japan Scholarship Program (ADB-JSP)","Asian Development Bank - Japanese Government","Scholarship","Multiple countries (27 designated institutions)","Asia-Pacific","Citizens of ADB developing member countries","","","Economics OR Business/Management OR Science/Technology OR Development Studies OR Law/Public Policy","","","","English proficiency (TOEFL/IELTS)","","Yes","","","","","","","Non-renewable - one-time award for program duration","","Varies by institution (typically Dec-Mar)","","","","","","Varies by institution","Varies by institution","","","","","","","","","No fee","Academic merit + professional experience + development potential + return home commitment","","","","","","","","https://www.adb.org/work-with-us/careers/japan-scholarship-program","","","2026-02-13","","~135 awards/year; 27 institutions across Asia-Pacific (17 in Japan); must have 2+ years work experience; 2-year home country commitment post-study","Limited African countries (check ADB list)","Must be citizen of ADB borrowing member + Japan ODA eligible country","Must not live/work outside home country; must return home for 2 years after","Under 35 years (waiver possible with Japan endorsement)","Master's","Graduate student with 2+ years professional experience","Not specified - but superior academic record required","24 months full-time professional experience after bachelor's","Not specified","60000","USD","Varies by program (typically 12-24 months)","Scholarship","Full tuition covered","Monthly subsistence varies by country (~1000-2000 USD/month)","Yes","Yes - round-trip travel","Yes - thesis research grant possible","~135 awards annually","Varies by institution","Apply directly to designated institution (not to ADB)","ADB-JSP information sheet, application form, academic transcripts, recommendation letters (2), work experience proof, English proficiency, health certificate","Varies by institution","~10%","Yes","Yes","Yes","No - scattered across 27 institutions","Must study at designated institution in Asia-Pacific","No","Yes - master's thesis","No","Not typically","https://www.adb.org/work-with-us/careers/japan-scholarship-program/institutions","adbjsp@adb.org","+63-2-8632-6118","Official ADB website verified 2026-02-13"
"OP0054","KAUST Fellowship","King Abdullah University of Science & Technology","Fellowship","Saudi Arabia","Middle East","Open to all","","","Science/Technology/Engineering","","","","English proficiency (TOEFL/IELTS)","","No","","","","","","","Renewable for program duration (2 years MS / 3-5 years PhD)","","Varies (Round 1: Sep 15 2025 OR Round 2: Jan 15 2026)","","","","","","Varies by program","March-April 2026","","","","","","","","","No fee","Academic excellence + research fit + potential for innovation + GPA typically >3.5/4.0","","","","","","","","https://admissions.kaust.edu.sa/","","","2026-02-13","","All admitted students fully funded; USD 40k/year stipend; world-class facilities; Red Sea location; accommodation + healthcare included","All African countries eligible","No restrictions - international welcome","Must study at KAUST","","Master's OR Doctoral","Graduate student","Strong academic record","Not applicable","40000","40000","USD","24 for Master's OR Varies for PhD","Fellowship","Full tuition waiver","~40000 USD per year stipend","Yes - full medical + dental","Yes","Yes - research funding available","All admitted students receive full funding","August-September 2026","Online application via KAUST portal","Application form, CV, academic transcripts, 3 recommendation letters, statement of purpose, GRE (optional), English test","Varies by program","Varies by program","Yes","Yes","Yes","Yes - by cohort","Must study at KAUST (Saudi Arabia)","No","Yes - thesis research","Yes - publication encouraged","Yes for PhD","https://apply.kaust.edu.sa/","admissions@kaust.edu.sa","+966-12-808-0000","Official KAUST website verified 2026-02-13"
"OP0055","Khalifa University Graduate Scholarship (International Students)","Khalifa University of Science & Technology","Scholarship","United Arab Emirates","Middle East","Open to all","","","STEM fields (Science/Technology/Engineering/Medicine)","","","","English proficiency (IELTS/TOEFL)","","No","","","","","","","Renewable annually","","March 2 2026","","","","","","October 2025","April-May 2026","","","","","","","","","No fee","Academic excellence + research potential + alignment with university priorities","","","","","","","","https://www.ku.ac.ae/scholarships-postgraduate","","","2026-02-13","","AED 20k/month = USD 5450/month; 75% tuition waiver; textbooks provided; accommodation + medical insurance; UAE top STEM university","All African countries eligible","No restrictions - international students","Must study at Khalifa University","","Master's OR Doctoral","Graduate student","Strong academic record (minimum GPA 3.0/4.0)","Not applicable","20000","20000","AED","24 for Master's OR 48 for PhD","Scholarship","75% tuition fee waiver","20000 AED per month (~5450 USD)","Yes","Yes - conference support","Yes - research support","Not specified","September 2026","Online application via Khalifa University portal","Application form, CV, academic transcripts, 2 recommendation letters, statement of purpose, research proposal (PhD), English proficiency","Yes - shortlisted candidates","Not specified","Yes","Yes","Yes","Yes","Must study at Khalifa University (Abu Dhabi)","No","Yes - thesis research","Yes - publication expected","Possible with justification","https://www.ku.ac.ae/postgraduate-admissions","graduateschool@ku.ac.ae","+971-2-312-3333","Official Khalifa University website verified 2026-02-13"
"OP0056","Aga Khan Foundation International Scholarship Programme","Aga Khan Development Network","Scholarship","Multiple countries","Global (priority developing countries)","Citizens of select developing countries","","","All fields (priority: education/health/architecture/planning)","","","","English OR French proficiency","","No","","","","","","","Renewable annually with performance review","","Varies by country (typically June-August 2026)","","","","","","January 1 2026","October-November 2026","","","","","","","","","No fee","Academic merit + financial need + development potential + commitment to return home","","","","","","","","https://the.akdn/en/what-we-do/developing-human-capacity/education/international-scholarships","","","2026-02-13","","50% grant + 50% loan structure; need-based; 16 African countries eligible; flexible study location; must apply through home country AKF office","Algeria OR Burkina Faso OR Chad OR Côte d'Ivoire OR Egypt OR Ethiopia OR Guinea OR Kenya OR Madagascar OR Mali OR Mozambique OR Niger OR Senegal OR Somalia OR South Sudan OR Tanzania OR Uganda (Africa eligible)","Citizen of eligible developing country","No restrictions - can study anywhere","","Master's OR Doctoral","Graduate student","Not specified - but strong academic record","Not applicable","Varies - 50% grant + 50% loan","Varies - 50% grant + 50% loan","USD","Varies by program","Scholarship","Partial - varies by need","Varies - need-based (50% grant + 50% loan)","Varies","Varies","Varies","~100 awards annually globally","Varies","Apply to local Aga Khan Foundation office in home country","Application form, academic transcripts, admission letter, recommendation letters (2), financial need statement, development plan","Yes - by local committee","Varies by country","Yes","Yes","Yes - AKDN network","No","Flexible - can study in home/other developing/developed country","No","Yes - thesis research","No","Possible","Varies by country office","isp@akdn.org","+41-22-909-7200","Official AKDN website verified 2026-02-13"
"OP0057","Schwarzman Scholars Program","Tsinghua University - Schwarzman Foundation","Scholarship","China","Asia","Open to all","","","Global Affairs/Public Policy/International Relations","","","","English proficiency required","","No","","","","","","","Non-renewable - one-year program","","September 2026","","","","","","April 2026","January 2027","","","","","","","","","No fee","Leadership potential + academic excellence + global engagement + character + contributions","","","","","","","","https://www.schwarzmanscholars.org/","","","2026-02-13","","~200 scholars from 60+ countries; USD 40k total value; one-year MA; leadership focus; Tsinghua University Beijing; extensive network","All African countries eligible","No restrictions - open internationally","Must study at Tsinghua University (Beijing)","","Master's (one-year)","Graduate OR early-career professional","Strong academic record","Not applicable","Not specified","Not specified","USD","12","Scholarship","Full tuition covered","Covers all living expenses (~40000 USD total value)","Yes","Yes - travel to/from China","Study abroad + internship opportunities","~200 scholars annually from 60+ countries","August 2027","Online application via Schwarzman portal","Application essays, CV, academic transcripts, 3 recommendation letters, video introduction, GRE/GMAT (optional), English test","Yes - multiple rounds including in-person","~3%","Yes - extensive mentorship","Yes - global network","Yes - leadership development","Yes - cohort-based","Must study at Tsinghua (Beijing); includes study tours","No","Capstone project required","No","No","https://www.schwarzmanscholars.org/admissions/","admissions@schwarzmanscholars.org","+86-10-6279-7519","Official Schwarzman Scholars website verified 2026-02-13"
"OP0058","NUS Research Scholarship","National University of Singapore","Scholarship","Singapore","Asia","Open to all","","","All fields","","","","English proficiency required","","No","","","","","","","Renewable annually with satisfactory progress","","Varies by program (typically Nov-Feb)","","","","","","Varies by program","Varies by program","","","","","","","","","No fee","Academic excellence + research proposal quality + fit with faculty + publication potential","","","","","","","","https://nusgs.nus.edu.sg/scholarships/nus-research-scholarship","","","2026-02-13","","SGD 3.2-3.8k/month = USD 2400-2850/month; NUS ranked #8 globally (QS 2025); full tuition + stipend; possible TA duties up to 8 hrs/week","All African countries eligible","No restrictions - international welcome","Must pursue research degree at NUS","","Master's (Research) OR Doctoral (PhD)","Graduate student","Strong academic record (typically first class honors or equivalent)","Not applicable","3200","3800","SGD","24 for Master's OR 48 for PhD","Scholarship","Full tuition covered","3200-3800 SGD per month (~2400-2850 USD)","Yes","Not specified","Varies by program","Not specified - competitive","August OR January intake","Apply via NUS Graduate School portal + department","Application form, CV, academic transcripts, research proposal, 2-3 recommendation letters, publications (if any), English proficiency","Yes - by department","Varies by program","Yes","Yes","Yes","Varies by cohort","Must study at NUS","Yes - up to 8 hours per week teaching assistant duties possible","Yes - full-time research","Yes - publication encouraged","Possible with supervisor + Graduate School approval","https://nusgs.nus.edu.sg/","gradenquiry@nus.edu.sg","+65-6516-2327","Official NUS Graduate School website verified 2026-02-13"
"OP0059","KAIST International Student Scholarship","Korea Advanced Institute of Science & Technology","Scholarship","South Korea","Asia","Open to all","","","Science/Technology/Engineering","","","","English proficiency required","","No","","","","","","","Renewable based on GPA (minimum 3.0/4.3) and progress","","Varies by program (undergraduate: Jan 6 2026 OR graduate varies)","","","","","","Varies by program","Varies","","","","","","","","","Application fee required (~80 USD)","Academic excellence + research potential + fit with KAIST","","","","","","","","https://www.kaist.ac.kr/en/html/edu/03100502.html","","","2026-02-13","","KRW 350k/month undergrad = USD 260/month; full tuition for high performers; KAIST ranked top 50 globally; strong STEM focus; renewable with GPA 3.0+","All African countries eligible","No restrictions - international students","Must study at KAIST","","Undergraduate OR Master's OR Doctoral","Graduate OR undergraduate student","Strong academic record","Not applicable","350000","350000","KRW","Varies (semester-based)","Scholarship","Full tuition covered (for qualifying students)","350000 KRW per month (~260 USD) for undergrad OR higher for graduate","Yes","Not specified","Not specified","All international students receive some level of support","March OR September intake","Online application via KAIST portal","Application form, CV, academic transcripts, recommendation letters, statement of purpose, English proficiency, financial guarantee","Varies by program","Varies by program","Yes","Yes","Yes","Yes","Must study at KAIST","No","Yes - research for graduate students","No","Yes - up to 8 semesters undergrad / varies for graduate","https://univapply.kaist.ac.kr/interapply/","creative.adm@kaist.ac.kr","+82-42-350-2352","Official KAIST website verified 2026-02-13"
"OP0060","Narotam Sekhsaria Foundation PG Scholarship","Narotam Sekhsaria Foundation","Scholarship","India OR Abroad","Asia (India-based foundation)","Indian nationals residing in India only","","","All fields (priority to top-ranking institutions)","","","","English proficiency if studying abroad","","No","","","","","","","Non-renewable - one-time support for program","","March 31 2026","","","","","","January 2026","May-June 2026","","","","","","","","","No fee","Academic excellence + admission to top institution + financial need + career goals + NSF values alignment","","","","","","","","https://pg.nsfoundation.co.in/","","","2026-02-13","","100% merit-based; Indian nationals only; age <30 as of Jan 31 2026; top institutions priority (IITs/IIMs/Ivy League/Oxbridge); NSF Scholar Network access","Not eligible - Indian nationals only","Must be Indian national residing in India","Must be residing in India","Under 30 years as of January 31 2026","Master's","Graduate student","Strong academic record from recognized Indian institution","Not applicable","Partial support","Full tuition (varies - need/merit based)","INR","Varies by program (typically 12-24 months)","Scholarship","Partial OR full tuition support (merit + need based)","Not specified - tuition support focused","Not specified","Not specified","Not specified","Not specified - competitive","Fall 2026","Online application via NSF portal","Application form, academic transcripts, admission letter (or applied proof), recommendation letters, statement of purpose, financial need statement","Yes - shortlisted candidates","Not specified","Yes - NSF Scholar Network","Yes - NSF network","Yes - mentoring support","No","Must be planning postgraduate at top institution in India or abroad","No","Varies by program","No","Not typically","https://pg.nsfoundation.co.in/application-process/","pgscholarship@nsfoundation.co.in","+91-22-6662-6666","Official Narotam Sekhsaria Foundation website verified 2026-02-13"
"OP0061","L'Oréal-UNESCO For Women in Science International Awards","L'Oréal Foundation - UNESCO","Fellowship","Multiple countries","Global","Women scientists only","","","Life Sciences OR Physical Sciences OR Mathematics","","","","English OR French proficiency","","Yes","","","","","","","Non-renewable - one-time award","","July 7 2025","","","","","","May 12 2025","October 2025","","","","","","","","","No fee","Outstanding scientific achievement + impact on knowledge + leadership in field + gender equality advocacy","","","","","","","","https://www.forwomeninscience.com/","","","2026-02-13","","EUR 100k prize per laureate; 5 laureates annually (Africa/Arab States/Asia-Pacific/Europe/Latin America); 27 years history; Nobel-level prestige; women in science","All African countries eligible","No restrictions - women scientists globally","No restrictions","","Postdoctoral OR established researcher","Mid-career OR senior researcher","Not specified","Not specified - must have significant research record","100000","100000","EUR","12","Fellowship","Not applicable - career award","100000 EUR total prize (not annual stipend)","Not specified","Not specified","Not specified","5 awards annually (one per continent)","Award ceremony early 2026","Nomination by scientific academy or equivalent body","Nomination form, CV, publication list, research statement, 3 reference letters","No - nomination review only","<1% (extremely prestigious)","Yes - global network","Yes - extensive","Yes - visibility platform","No","No restrictions","No","Yes - established research program","Yes - significant publication record required","No","https://www.forwomeninscience.com/challenge/show/139","fwis@loreal.com","+33-1-47-56-40-00","Official L'Oréal-UNESCO website verified 2026-02-13"
"OP0062","OWSD-Elsevier Foundation Awards for Early Career Women Scientists","Organisation for Women in Science for the Developing World - Elsevier Foundation","Fellowship","Developing countries","Global (developing countries)","Women scientists from developing countries only","","","Sustainable energy OR water OR food security (STEM focus)","","","","English proficiency","","No","","","","","","","Non-renewable - one-time award","","March 31 2026","","","","","","January 2026","June 2026","","","","","","","","","No fee","Scientific achievement + research quality + impact on sustainable development + women's empowerment","","","","","","","","https://owsd.net/awards","","","2026-02-13","","USD 5k prize + trip to award ceremony; 5 laureates annually; focus on sustainable development (energy/water/food); women from Global South only","All African developing countries eligible","Must be citizen of developing country","Must be working in developing country","","Postdoctoral (recently completed PhD)","Early-career researcher (within 10 years of PhD)","Not specified","Not applicable","5000","5000","USD","12","Fellowship","Not applicable - recognition award","5000 USD total prize + travel to award ceremony","Not specified","Yes - to award ceremony","Not specified","5 awards annually","Award ceremony August-September 2026","Online application via OWSD portal","Application form, CV, PhD certificate, publication list, research statement, 2 reference letters, institutional support letter","No","~2%","Yes - OWSD network","Yes - global network","Yes - visibility","No","Must be based in developing country","No","Yes - active research program","Yes - strong publication record required","No","https://owsd.net/awards","awards@owsd.net","+39-040-2240-327","Official OWSD website verified 2026-02-13"
"OP0063","OWSD Early Career Fellowship","Organisation for Women in Science for the Developing World","Fellowship","Developing countries (must work at home institution)","Global (developing countries)","Women scientists from developing countries only","","","STEM fields (Science/Technology/Engineering/Mathematics)","","","","English proficiency","","No","","","","","","","Non-renewable - 2 years fixed","","March 31 annually","","","","","","January annually","July annually","","","","","","","","","No fee","Research quality + feasibility + impact on home country + leadership potential + women's empowerment","","","","","","","","https://owsd.net/early-career-fellowship","","","2026-02-13","","Up to USD 50k over 2 years; research support for postdocs; must work at home institution; STEM fields; women from developing countries; leadership training included","All African developing countries eligible","Must be citizen of developing country","Must be employed at institution in developing country","","Postdoctoral (PhD completed)","Early-career researcher (within 5 years of PhD completion)","Not specified","Not applicable","50000","50000","USD","24","Fellowship","Not applicable - postdoc research support","Up to 50000 USD total over 2 years for research","Not specified","Not specified","Yes - 50k research budget","Not specified - competitive","Flexible - within 6 months of award","Online application via OWSD portal","Application form, CV, PhD certificate, research proposal, budget, publication list, 2 reference letters, institutional support letter","No","~5%","Yes - OWSD network + mentorship","Yes","Yes - leadership training","No","Must conduct research at home institution in developing country","No","Yes - 2-year research project","Yes - publication expected","No","https://owsd.net/early-career-fellowship","ecf@owsd.net","+39-040-2240-327","Official OWSD website verified 2026-02-13"
"OP0064","Schlumberger Foundation Faculty for the Future Fellowship","Schlumberger Foundation","Fellowship","Developing and emerging economies","Global (developing/emerging)","Women from developing/emerging economies only","","","STEM fields (Science/Technology/Engineering/Mathematics)","","","","English OR host country language","","No","","","","","","","Renewable annually with good progress","","November 7 2025","","","","","","September 1 2025","February 2026","","","","","","","","","No fee","Academic excellence + leadership potential + STEM outreach + gender equality commitment + return home intention","","","","","","","","https://www.facultyforthefuture.net/","","","2026-02-13","","~50 fellowships/year; 965+ Fellows from 95 countries since 2004; USD 30-50k/year typical support; women in STEM; developing/emerging economies; return home encouraged","All African countries eligible (check eligibility list)","Must be citizen of developing or emerging economy","No restrictions - can study anywhere","","Doctoral (PhD) OR Postdoctoral","PhD student OR postdoc","Strong academic record","Not applicable","Not specified","50000","USD","Varies (typically 24-48 for PhD)","Fellowship","Partial OR full tuition support (varies)","Varies by location and program (typically ~30-50k USD per year)","Varies","Yes - travel to host institution","Varies","~50 fellowships annually","August-September 2026","Online application via FFTF portal","Application form, CV, academic transcripts, research proposal, admission letter (or applied proof), 3 reference letters (deadline Nov 14), STEM outreach evidence","Yes - shortlisted candidates","~5%","Yes - dedicated mentorship","Yes - global network of 965+ Fellows","Yes - leadership development","Yes - annual cohort","Can study anywhere (typically at top universities globally)","No","Yes - PhD or postdoc research","Yes - publication encouraged","Possible with justification","https://www.fftf.slb.com/","info@slbfoundation.org","Not specified","Official Schlumberger Foundation website verified 2026-02-13"
"OP0065","Royal Society FLAIR Fellowships","Royal Society - African Academy of Sciences","Fellowship","Sub-Saharan Africa","Africa","Sub-Saharan African nationals only","","","All fields","","","","English proficiency","","Yes","","","","","","","Renewable for second 2-year term (total 4 years possible)","","March 11 2026","","","","","","November 2025","June 2026","","","","","","","","","No fee","Research excellence + independence potential + leadership + impact on Africa + institutional support","","","","","","","","https://royalsociety.org/grants/flair/","","","2026-02-13","","GBP 150k/year × 2 years (GBP 300k total); renewable for 2nd term (GBP 600k total over 4 years); sub-Saharan Africa only; independent research; leadership development","Sub-Saharan Africa countries only (check AAS list)","Must be citizen of sub-Saharan African country","Must conduct research at sub-Saharan African institution","","Postdoctoral (2-8 years post-PhD)","Early-career independent researcher","Not specified","24 months post-PhD minimum","150000","150000","GBP","24","Fellowship","Not applicable - independent researcher support","Up to 150000 GBP per year for 2 years (total 300k GBP)","Yes","Yes","Yes - full research costs","~10 awards annually","September 2026","Online application via Royal Society portal","Application form, CV, research proposal, publication list, host institution letter, 3 reference letters, budget justification","Yes - shortlisted candidates","~8%","Yes - Royal Society network","Yes","Yes - leadership training","Yes - FLAIR cohort","Must be based in sub-Saharan Africa","No","Yes - independent research program","Yes - publication expected","Yes - second term application required","https://royalsociety.org/grants/flair/","flair@royalsociety.org","+44-20-7451-2500","Official Royal Society website verified 2026-02-13"
"OP0066","TWAS-DFG Cooperation Visits Programme","The World Academy of Sciences - German Research Foundation","Fellowship","Sub-Saharan Africa to Germany","Africa-Germany","Sub-Saharan African postdocs only","","","All fields","","","","English OR German proficiency","","No","","","","","","","Non-renewable - one-time 3-month visit","","April 15 2026","","","","","","January 2026","June 2026","","","","","","","","","No fee","Research collaboration potential + scientific merit + capacity building + benefit to Africa + host support","","","","","","","","https://twas.org/opportunity/twas-dfg-cooperation-visits-programme-ssa","","","2026-02-13","","3-month research visit to Germany; sub-Saharan Africa postdocs; EUR 3k/month subsistence; initiates long-term collaboration; must return to Africa","Sub-Saharan Africa countries only","Must be citizen of sub-Saharan African country","Must be based in sub-Saharan Africa","Under 40 recommended","Postdoctoral","Early-career postdoc","Not specified","Not applicable","Not specified","3000","EUR","3","Fellowship","Not applicable - short-term visit","Monthly subsistence allowance + accommodation support","Yes","Yes - international airfare","Research collaboration support","Not specified - competitive","Flexible within 2026","Apply via TWAS online portal","Application form, CV, research proposal (up to 5 pages), invitation letter from German host, recommendation letter from home institution head, 2 additional references","No","~15%","Yes - German research collaboration","Yes","Yes - research collaboration","No","3-month visit to Germany; must return to Africa","No","Yes - collaborative research project","No","No","https://twas.org/opportunity/twas-dfg-cooperation-visits-programme-ssa","twas@twas.org","+39-040-2240-327","Official TWAS website verified 2026-02-13"
"OP0067","Schmidt Science Fellows","Schmidt Sciences - Rhodes Trust","Fellowship","Global","Global","Open to all","","","STEM fields OR social sciences (interdisciplinary pivot required)","","","","English proficiency","","No","","","","","","","Non-renewable - 1 year","","May 15 2026 (institutional nomination) OR July 13 2026 (full application)","","","","","","Application opens spring 2026","February 2027","","","","","","","","","No fee","Academic excellence + interdisciplinary potential + leadership + societal impact + pivot feasibility","","","","","","","","https://schmidtsciencefellows.org/","","","2026-02-13","","USD 100k/year; ~30 Fellows/year; interdisciplinary pivot required; PhD completed May 2026-June 2027; global network; leadership training; extremely prestigious","All African countries eligible","No restrictions - international applicants","Must complete PhD between May 2026-June 2027","","Postdoctoral","Postdoctoral (PhD just completed)","Strong academic record","Not applicable","100000","100000","USD","12","Fellowship","Not applicable - postdoc research","~100000 USD per year stipend + research costs","Yes","Yes","Yes - research budget included","~30 fellows annually","July OR October 2027","Institutional nomination then full application","Nomination form (by institution), full application (CV, research plan, transcripts, 3 references, interdisciplinary pivot proposal)","Yes - multiple rounds","~2%","Yes - extensive","Yes - global network","Yes - leadership + science communication training","Yes - cohort-based","Can work anywhere globally (typically top research institutions)","No","Yes - 1-year postdoc in different discipline","Yes - publication encouraged","No","https://schmidtsciencefellows.org/selection/how-to-apply/","fellows@schmidtsciences.org","+44-1865-270-556","Official Schmidt Science Fellows website verified 2026-02-13"
"OP0068","Pan African University Scholarships","African Union Commission","Scholarship","Africa (PAU campuses)","Africa","African Union member states + African diaspora","","","Varies by PAU institute (STEM/governance/health/agriculture/space)","","","","English OR French OR Arabic (depends on campus)","","No","","","","","","","Renewable annually","","January 31 2026","","","","","","October 2025","April 2026","","","","","","","","","No fee","Academic excellence + research potential + Africa development commitment + leadership","","","","","","","","https://pau-au.africa/","","","2026-02-13","","Full scholarship (tuition + stipend + accommodation); 5 PAU institutes across Africa; African Union member states + diaspora; age limits apply; Pan-African focus","All African Union member countries","Must be citizen of African Union member state OR African diaspora","No restrictions - study at PAU campuses across Africa","Under 28 for male OR under 30 for female (Master's) OR under 35 (PhD)","Master's OR Doctoral","Graduate student","Strong academic record","Not applicable","Not specified","Not specified","Not specified","24 for Master's OR 48 for PhD","Scholarship","Full tuition covered","Full living stipend + accommodation","Yes","Yes","Varies","Not specified - competitive","September 2026","Online application via African Union portal","Application form, CV, academic transcripts, recommendation letters (2), research proposal (PhD), motivation letter","Varies by institute","Varies by institute and program","Yes","Yes - Pan-African network","Yes","Yes - PAU cohort","Must study at PAU campus (Kenya/Nigeria/Cameroon/Algeria/South Africa)","No","Yes - thesis research","No","Possible","https://www.au-pau.org/submission/","pau@africa-union.org","+254-20-366-6000","Official PAU website verified 2026-02-13"
"OP0069","Mandela Washington Fellowship for Young African Leaders","U.S. Department of State","Fellowship","United States","North America (for Africans)","Sub-Saharan African citizens (25-35 years)","","","Business/Civic Leadership/Public Management","","","","English proficiency required","","Yes","","","","","","","Non-renewable - one-time 6-week program","","TBA 2026 (typically February-March)","","","","","","December 2025","May-June 2026","","","","","","","","","No fee","Leadership potential + professional accomplishment + civic engagement + English proficiency + U.S. commitment","","","","","","","","https://www.mandelawashingtonfellowship.org/","","","2026-02-13","","NOTE: Fellowship will NOT take place in 2026 (confirmed on official website); ~700 fellows when active; 6-week leadership program; sub-Saharan Africa 25-35 years; YALI network","Sub-Saharan Africa countries only","Must be citizen of sub-Saharan African country","Must be living and working in sub-Saharan Africa","25-35 years old","Not applicable - leadership program (not degree)","Mid-career professional (3+ years experience)","Not specified","36 months professional experience","Not specified","Not specified","USD","6 weeks","Fellowship","Not applicable - short-term leadership program","All costs covered (travel + accommodation + program)","Yes","Yes - round-trip to U.S.","Not specified","~700 fellows annually","June-August 2026","Online application via U.S. State Department portal","Application form, CV, essays, professional references, English proficiency proof, leadership examples","Yes - virtual and in-person rounds","~10%","Yes - U.S. mentors","Yes - YALI network (60k+ alumni)","Yes - 6-week intensive leadership program","Yes - cohort-based","6 weeks in U.S. at host university; must return to Africa","No","Optional internship or professional development","No","No","https://www.mandelawashingtonfellowship.org/","mandelawashington@irex.org","+1-202-628-8188","Official Mandela Washington Fellowship website verified 2026-02-13"
